KeyId,MyPN,Name,Description,Symbol,Value,Value2,Type,Forward_Voltage,Reverse_Voltage,Breakdown_Voltage,Forward_Current,Reverse_Current,Power_Dissipation,Capacitance,Standoff_Voltage,Clamping_Voltage,Tolerance,Reverse_Recovery_Time,Package,Footprint,Footprint_Filter,Dimensions,Height,Termination,Anode_Marking,Cathode_Marking,Min_Temp,Max_Temp,Operating_Temp,Mount,Reflow_Profile,MSL_Rating,Datasheet,RoHS_Compliant,REACH_Compliant,Halogen_Free,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-DIO-00202,1N4750A_D_ZENER_27V_1W_DO41,Zener Diode 27V 1W,MyLib_Diode:D_Zener,1N4750A,,Zener,,,27V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0202,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00203,1N4751A_D_ZENER_30V_1W_DO41,Zener Diode 30V 1W,MyLib_Diode:D_Zener,1N4751A,,Zener,,,30V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0203,Semiconductors,Diodes,80,25,160,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00204,1N4752A_D_ZENER_33V_1W_DO41,Zener Diode 33V 1W,MyLib_Diode:D_Zener,1N4752A,,Zener,,,33V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0204,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00205,1N4753A_D_ZENER_36V_1W_DO41,Zener Diode 36V 1W,MyLib_Diode:D_Zener,1N4753A,,Zener,,,36V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0205,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00206,1N4754A_D_ZENER_39V_1W_DO41,Zener Diode 39V 1W,MyLib_Diode:D_Zener,1N4754A,,Zener,,,39V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0206,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00207,1N4755A_D_ZENER_43V_1W_DO41,Zener Diode 43V 1W,MyLib_Diode:D_Zener,1N4755A,,Zener,,,43V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0207,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00208,1N4756A_D_ZENER_47V_1W_DO41,Zener Diode 47V 1W,MyLib_Diode:D_Zener,1N4756A,,Zener,,,47V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0208,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00209,1N4757A_D_ZENER_51V_1W_DO41,Zener Diode 51V 1W,MyLib_Diode:D_Zener,1N4757A,,Zener,,,51V,,,1W,,,,,,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C120000,,,,,,,,,DIO-0209,Semiconductors,Diodes,70,25,140,BIN-1,piece,,0.020,USD,2024-01-15,0.020,LCSC,1,,"Zener,THT,DO-41,1W",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00210,FR101_D_FR_50V_1A_DO41,Fast Recovery Diode 50V 1A,MyLib_Diode:D,FR101,,Fast Recovery,1.3V @ 1A,50V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0210,Semiconductors,Diodes,100,50,200,BIN-2,piece,,0.035,USD,2024-01-15,0.035,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00211,FR102_D_FR_100V_1A_DO41,Fast Recovery Diode 100V 1A,MyLib_Diode:D,FR102,,Fast Recovery,1.3V @ 1A,100V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0211,Semiconductors,Diodes,100,50,200,BIN-2,piece,,0.036,USD,2024-01-15,0.036,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00212,FR103_D_FR_200V_1A_DO41,Fast Recovery Diode 200V 1A,MyLib_Diode:D,FR103,,Fast Recovery,1.3V @ 1A,200V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0212,Semiconductors,Diodes,90,25,180,BIN-2,piece,,0.037,USD,2024-01-15,0.037,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00213,FR104_D_FR_400V_1A_DO41,Fast Recovery Diode 400V 1A,MyLib_Diode:D,FR104,,Fast Recovery,1.3V @ 1A,400V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0213,Semiconductors,Diodes,90,25,180,BIN-2,piece,,0.038,USD,2024-01-15,0.038,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00214,FR105_D_FR_600V_1A_DO41,Fast Recovery Diode 600V 1A,MyLib_Diode:D,FR105,,Fast Recovery,1.3V @ 1A,600V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0214,Semiconductors,Diodes,80,25,160,BIN-2,piece,,0.039,USD,2024-01-15,0.039,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00215,FR106_D_FR_800V_1A_DO41,Fast Recovery Diode 800V 1A,MyLib_Diode:D,FR106,,Fast Recovery,1.3V @ 1A,800V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0215,Semiconductors,Diodes,70,25,140,BIN-2,piece,,0.040,USD,2024-01-15,0.040,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00216,FR107_D_FR_1KV_1A_DO41,Fast Recovery Diode 1000V 1A,MyLib_Diode:D,FR107,,Fast Recovery,1.3V @ 1A,1000V,,1A,,,,,,,500ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0216,Semiconductors,Diodes,80,25,160,BIN-2,piece,,0.042,USD,2024-01-15,0.042,LCSC,1,,"Fast Recovery,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00217,FR151_D_FR_50V_1.5A_DO201,Fast Recovery Diode 50V 1.5A,MyLib_Diode:D,FR151,,Fast Recovery,1.3V @ 1.5A,50V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0217,Semiconductors,Diodes,70,25,140,BIN-2,piece,,0.050,USD,2024-01-15,0.050,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00218,FR152_D_FR_100V_1.5A_DO201,Fast Recovery Diode 100V 1.5A,MyLib_Diode:D,FR152,,Fast Recovery,1.3V @ 1.5A,100V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0218,Semiconductors,Diodes,70,25,140,BIN-2,piece,,0.051,USD,2024-01-15,0.051,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00219,FR153_D_FR_200V_1.5A_DO201,Fast Recovery Diode 200V 1.5A,MyLib_Diode:D,FR153,,Fast Recovery,1.3V @ 1.5A,200V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C121000,,,,,,,,,DIO-0219,Semiconductors,Diodes,60,25,120,BIN-2,piece,,0.052,USD,2024-01-15,0.052,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00220,FR154_D_FR_400V_1.5A_DO201,Fast Recovery Diode 400V 1.5A,MyLib_Diode:D,FR154,,Fast Recovery,1.3V @ 1.5A,400V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0220,Semiconductors,Diodes,60,25,120,BIN-3,piece,,0.053,USD,2024-01-15,0.053,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00221,FR155_D_FR_600V_1.5A_DO201,Fast Recovery Diode 600V 1.5A,MyLib_Diode:D,FR155,,Fast Recovery,1.3V @ 1.5A,600V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0221,Semiconductors,Diodes,50,25,100,BIN-3,piece,,0.054,USD,2024-01-15,0.054,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00222,FR156_D_FR_800V_1.5A_DO201,Fast Recovery Diode 800V 1.5A,MyLib_Diode:D,FR156,,Fast Recovery,1.3V @ 1.5A,800V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0222,Semiconductors,Diodes,40,10,80,BIN-3,piece,,0.055,USD,2024-01-15,0.055,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00223,FR157_D_FR_1KV_1.5A_DO201,Fast Recovery Diode 1000V 1.5A,MyLib_Diode:D,FR157,,Fast Recovery,1.3V @ 1.5A,1000V,,1.5A,,,,,,,500ns,DO-201AD,MyLib_Diode_THT:D_DO-201AD,DO-201,10.9mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0223,Semiconductors,Diodes,50,25,100,BIN-3,piece,,0.056,USD,2024-01-15,0.056,LCSC,1,,"Fast Recovery,THT,DO-201,1.5A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00224,FR201_D_FR_50V_2A_DO15,Fast Recovery Diode 50V 2A,MyLib_Diode:D,FR201,,Fast Recovery,1.3V @ 2A,50V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0224,Semiconductors,Diodes,60,25,120,BIN-3,piece,,0.060,USD,2024-01-15,0.060,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00225,FR202_D_FR_100V_2A_DO15,Fast Recovery Diode 100V 2A,MyLib_Diode:D,FR202,,Fast Recovery,1.3V @ 2A,100V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0225,Semiconductors,Diodes,60,25,120,BIN-3,piece,,0.061,USD,2024-01-15,0.061,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00226,FR203_D_FR_200V_2A_DO15,Fast Recovery Diode 200V 2A,MyLib_Diode:D,FR203,,Fast Recovery,1.3V @ 2A,200V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0226,Semiconductors,Diodes,50,25,100,BIN-3,piece,,0.062,USD,2024-01-15,0.062,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00227,FR204_D_FR_400V_2A_DO15,Fast Recovery Diode 400V 2A,MyLib_Diode:D,FR204,,Fast Recovery,1.3V @ 2A,400V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0227,Semiconductors,Diodes,50,25,100,BIN-3,piece,,0.063,USD,2024-01-15,0.063,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00228,FR205_D_FR_600V_2A_DO15,Fast Recovery Diode 600V 2A,MyLib_Diode:D,FR205,,Fast Recovery,1.3V @ 2A,600V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0228,Semiconductors,Diodes,40,10,80,BIN-3,piece,,0.064,USD,2024-01-15,0.064,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00229,FR206_D_FR_800V_2A_DO15,Fast Recovery Diode 800V 2A,MyLib_Diode:D,FR206,,Fast Recovery,1.3V @ 2A,800V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C122000,,,,,,,,,DIO-0229,Semiconductors,Diodes,30,10,60,BIN-3,piece,,0.065,USD,2024-01-15,0.065,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00230,FR207_D_FR_1KV_2A_DO15,Fast Recovery Diode 1000V 2A,MyLib_Diode:D,FR207,,Fast Recovery,1.3V @ 2A,1000V,,2A,,,,,,,500ns,DO-15,MyLib_Diode_THT:D_DO-15,DO-15,7.6mm x 3.6mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0230,Semiconductors,Diodes,40,10,80,BIN-4,piece,,0.066,USD,2024-01-15,0.066,LCSC,1,,"Fast Recovery,THT,DO-15,2A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00231,FR301_D_FR_50V_3A_DO27,Fast Recovery Diode 50V 3A,MyLib_Diode:D,FR301,,Fast Recovery,1.3V @ 3A,50V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0231,Semiconductors,Diodes,50,25,100,BIN-4,piece,,0.070,USD,2024-01-15,0.070,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00232,FR302_D_FR_100V_3A_DO27,Fast Recovery Diode 100V 3A,MyLib_Diode:D,FR302,,Fast Recovery,1.3V @ 3A,100V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0232,Semiconductors,Diodes,50,25,100,BIN-4,piece,,0.071,USD,2024-01-15,0.071,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00233,FR303_D_FR_200V_3A_DO27,Fast Recovery Diode 200V 3A,MyLib_Diode:D,FR303,,Fast Recovery,1.3V @ 3A,200V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0233,Semiconductors,Diodes,40,10,80,BIN-4,piece,,0.072,USD,2024-01-15,0.072,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00234,FR304_D_FR_400V_3A_DO27,Fast Recovery Diode 400V 3A,MyLib_Diode:D,FR304,,Fast Recovery,1.3V @ 3A,400V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0234,Semiconductors,Diodes,40,10,80,BIN-4,piece,,0.073,USD,2024-01-15,0.073,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00235,FR305_D_FR_600V_3A_DO27,Fast Recovery Diode 600V 3A,MyLib_Diode:D,FR305,,Fast Recovery,1.3V @ 3A,600V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0235,Semiconductors,Diodes,30,10,60,BIN-4,piece,,0.074,USD,2024-01-15,0.074,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00236,FR306_D_FR_800V_3A_DO27,Fast Recovery Diode 800V 3A,MyLib_Diode:D,FR306,,Fast Recovery,1.3V @ 3A,800V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0236,Semiconductors,Diodes,20,10,40,BIN-4,piece,,0.075,USD,2024-01-15,0.075,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00237,FR307_D_FR_1KV_3A_DO27,Fast Recovery Diode 1000V 3A,MyLib_Diode:D,FR307,,Fast Recovery,1.3V @ 3A,1000V,,3A,,,,,,,500ns,DO-27,MyLib_Diode_THT:D_DO-201AD,DO-27,9.5mm x 5.2mm,Standard,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,ON Semiconductor,,,C123000,,,,,,,,,DIO-0237,Semiconductors,Diodes,30,10,60,BIN-4,piece,,0.076,USD,2024-01-15,0.076,LCSC,1,,"Fast Recovery,THT,DO-27,3A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00240,UF4001_D_UF_50V_1A_DO41,Ultra Fast Diode 50V 1A,MyLib_Diode:D,UF4001,,Fast Recovery,1.0V @ 1A,50V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0240,Semiconductors,Diodes,90,25,180,BIN-5,piece,,0.040,USD,2024-01-15,0.040,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00241,UF4002_D_UF_100V_1A_DO41,Ultra Fast Diode 100V 1A,MyLib_Diode:D,UF4002,,Fast Recovery,1.0V @ 1A,100V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0241,Semiconductors,Diodes,90,25,180,BIN-5,piece,,0.041,USD,2024-01-15,0.041,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00242,UF4003_D_UF_200V_1A_DO41,Ultra Fast Diode 200V 1A,MyLib_Diode:D,UF4003,,Fast Recovery,1.0V @ 1A,200V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0242,Semiconductors,Diodes,80,25,160,BIN-5,piece,,0.042,USD,2024-01-15,0.042,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00243,UF4004_D_UF_400V_1A_DO41,Ultra Fast Diode 400V 1A,MyLib_Diode:D,UF4004,,Fast Recovery,1.0V @ 1A,400V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0243,Semiconductors,Diodes,80,25,160,BIN-5,piece,,0.043,USD,2024-01-15,0.043,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
,EL-DIO-00244,UF4005_D_UF_600V_1A_DO41,Ultra Fast Diode 600V 1A,MyLib_Diode:D,UF4005,,Fast Recovery,1.0V @ 1A,600V,,1A,,,,,,,75ns,DO-41,MyLib_Diode_THT:D_DO-41_SOD81_P10.16mm_Horizontal,DO-41,5.2mm x 2.7mm,2.7mm,Through Hole,Band/Bar,No Band,-55°C,150°C,-55°C to +150°C,THT,,,Available,1,,,Vishay,,,C124000,,,,,,,,,DIO-0244,Semiconductors,Diodes,70,25,140,BIN-5,piece,,0.044,USD,2024-01-15,0.044,LCSC,1,,"Ultra Fast,THT,DO-41,1A",System,2026-01-31 22:30:22,,,,0,0
