Keyld,MyPN,Name,Description,Value,Value 2,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Connector_Type,Family,Standard,Mounting_Type,Mounting_Style,Orientation,Gender,Shielded,Shield_Material,Shield_Plating,Pins_Total,Pins_Configuration,Rows,Contact_Type,Contact_Arrangement,Pitch_mm,Row_Spacing_mm,Length_mm,Width_mm,Height_mm,Mating_Height_mm,PCB_Mounting_Dimensions,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Contact_Resistance_mOhm,Insulation_Resistance_MOhm,Dielectric_Withstanding_Voltage_V,Impedance_Ohm,Frequency_Max_Hz,Contact_Material,Contact_Plating,Plating_Thickness_um,Contact_Finish,Housing_Material,Housing_Color,Insulator_Material,Insulator_Color,Locking_Mechanism,Polarization,Mating_Cycles,Insertion_Force_N,Withdrawal_Force_N,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Moisture_Sensitivity_Level,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,CSA_Certified,TUV_Certified,Flammability_Rating,Solder_Type,Solder_Temperature_C,Solder_Process,Cleaning_Process,PCB_Retention,Pick_and_Place,Tape_and_Reel,Cable_Type,Cable_Diameter_Max_mm,Wire_Gauge_AWG,Wire_Strip_Length_mm,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Datasheet,Drawing_2D,Drawing_3D,PCB_Layout_Suggestion,Application_Note,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
25,EL-CON_800025,CON_RJ45_10_100_PULSE,"RJ45 8P8C jack with magnetics, right angle, through hole, 10/100 Base-T, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Pulse_JXD6-0001NL_Horizontal,Connector_RJ:RJ45_Pulse_JXD6-0001NL_Horizontal,*8P8C*,THT,Pulse Electronics,JXD6-0001NL,JXD6,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,https://productfinder.pulseeng.com/doc_type/WEB301/doc_num/JXD6-0001NL/doc_part/JXD6-0001NL.pdf,,,,,,1,,"rj45,8p8c,ethernet,magnetics,pulse",script,2026-02-17 06:45:32,,,1.0,0,0
26,EL-CON_800026,CON_RJ45_8P8C_RA_RCH,"RJ45 8P8C jack, right angle, through hole, 1.5A, 125V, 0°C to +70°C",,,Connector:8P8C,Connector_RJ:RJ45_RCH_RC01937,*8P8C*,THT,RCH,RC01937,RC,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,0,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"rj45,8p8c,ethernet,rch",script,2026-02-17 06:45:32,,,1.0,0,0
27,EL-CON_800027,CON_RJ45_GIGABIT_UDE,"RJ45 8P8C Gigabit jack with magnetics, right angle, through hole, 10/100/1000 Base-T, 1.5A, 57V, -40°C to +85°C",,,Connector:RJ45_RB1-125B8G1A,Connector_RJ:RJ45_UDE_RB1-125B8G1A,*8P8C*,THT,UDE Corp,RB1-125B8G1A,RB1,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3ab,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,57.0,20.0,500.0,1500.0,100.0,350 MHz,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,750,,,-40,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,C363353,https://www.lcsc.com/product-detail/C363353.html,,,,,,,,,,,,,,,,,,,https://datasheet.lcsc.com/szlcsc/1901091107_UDE-Corp-RB1-125B8G1A_C363353.pdf,,,,,,1,,"rj45,gigabit,magnetics,ude",script,2026-02-17 06:45:32,,,1.0,0,0
28,EL-CON_800028,CON_RJ45_MAG_RA_WURTH,"RJ45 8P8C jack with magnetics, right angle, through hole, 10/100 Base-T, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Wuerth_74980111211_Horizontal,Connector_RJ:RJ45_Wuerth_74980111211_Horizontal,*8P8C*,THT,Würth Elektronik,74980111211,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,21.0,15.0,13.5,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,https://www.we-online.com/catalog/datasheet/74980111211.pdf,,,,,,1,,"rj45,8p8c,ethernet,magnetics,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
29,EL-CON_800029,CON_RJ45_8P8C_RA_WURTH,"RJ45 8P8C jack, right angle, through hole, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Wuerth_7499010001A_Horizontal,Connector_RJ:RJ45_Wuerth_7499010001A_Horizontal,*8P8C*,THT,Würth Elektronik,7499010001A,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,0,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,https://www.we-online.com/catalog/datasheet/7499010001A.pdf,,,,,,1,,"rj45,8p8c,ethernet,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
30,EL-CON_800030,CON_RJ45_MAG_RA_WURTH_ALT,"RJ45 8P8C jack with magnetics, right angle, through hole, 10/100 Base-T, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Wuerth_7499010121A_Horizontal,Connector_RJ:RJ45_Wuerth_7499010121A_Horizontal,*8P8C*,THT,Würth Elektronik,7499010121A,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,http://katalog.we-online.de/pbs/datasheet/7499010121A.pdf,,,,,,1,,"rj45,8p8c,ethernet,magnetics,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
31,EL-CON_800031,CON_RJ45_MAG_TABDOWN_WURTH,"RJ45 8P8C jack with magnetics, right angle, tab down, through hole, 10/100 Base-T, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Wuerth_7499010211A_Horizontal,Connector_RJ:RJ45_Wuerth_7499010211A_Horizontal,*8P8C*,THT,Würth Elektronik,7499010211A,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,https://www.we-online.com/components/products/datasheet/7499010211A.pdf,,,,,,1,,"rj45,8p8c,ethernet,magnetics,tabdown,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
32,EL-CON_800032,CON_RJ45_8P8C_RA_WURTH_2,"RJ45 8P8C jack, right angle, through hole, 1.5A, 125V, 0°C to +70°C",,,Connector:RJ45_Wuerth_7499111446_Horizontal,Connector_RJ:RJ45_Wuerth_7499111446_Horizontal,*8P8C*,THT,Würth Elektronik,7499111446,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3,PCB,Through Hole,Right Angle,Female,0,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"rj45,8p8c,ethernet,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
33,EL-CON_800033,CON_RJ45_DUAL_MAG_WURTH,"RJ45 8P8C dual-port jack with magnetics, right angle, through hole, 10/100/1000 Base-T, 1.5A, 57V, -40°C to +85°C",,,Connector:RJ45_Wuerth_7499151120_Horizontal,Connector_RJ:RJ45_Wuerth_7499151120_Horizontal,*8P8C*,THT,Würth Elektronik,7499151120,WE-RJ45,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3ab,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,57.0,20.0,500.0,1500.0,100.0,350 MHz,Phosphor Bronze,Gold,0.76,,Liquid Crystal Polymer,Black,Liquid Crystal Polymer,Black,Friction,Keyed,750,,,-40,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,http://katalog.we-online.de/pbs/datasheet/7499151120.pdf,,,,,,1,,"rj45,dual,gigabit,magnetics,wurth",script,2026-02-17 06:45:32,,,1.0,0,0
34,EL-CON_800034,CON_RJ11_6P4C_RA_CONNFLY,"RJ11 6P4C modular jack, right angle, through hole, 1.5A, 125V, 0°C to +70°C",,,Connector:6P4C,Connector_RJ:RJ11_Connfly_DS1133-S4_Horizontal,*6P4C*,THT,Connfly,DS1133-S4,DS1133,Modular Connector,RJ11,RJ11,6P4C,TIA-968,PCB,Through Hole,Right Angle,Female,0,,,6,6P4C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1000.0,,,Phosphor Bronze,Gold,0.76,,Polyester,Black,Polyester,Black,Friction,Keyed,500,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"rj11,6p4c,telephone,connfly",script,2026-02-17 06:45:32,,,1.0,0,0
35,EL-CON_800035,CON_RJ12_6P6C_RA_WAYCONN,"RJ12 6P6C modular jack, right angle, through hole, 1.5A, 125V, -40°C to +85°C",,,Connector:6P6C,Connector_RJ:RJ25_Wayconn_MJEA-660X1_Horizontal,*6P6C*,THT,Wayconn,MJEA-660X1,MJEA,Modular Connector,RJ12,RJ12,6P6C,TIA-968,PCB,Through Hole,Right Angle,Female,0,,,6,6P6C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1000.0,,,Phosphor Bronze,Gold,0.76,,Polyester,Black,Polyester,Black,Friction,Keyed,500,,,-40,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"rj12,6p6c,telephone,wayconn",script,2026-02-17 06:45:32,,,1.0,0,0
36,EL-CON_800036,CON_RJ9_4P4C_RA_EVERCOM,"RJ9 4P4C handset modular jack, right angle, through hole, 1.5A, 125V, 0°C to +70°C",,,Connector:4P4C,Connector_RJ:RJ9_Evercom_5301-440xxx_Horizontal,*4P4C*,THT,Evercom,5301-440xxx,5301,Modular Connector,RJ9,RJ9,4P4C,TIA-968,PCB,Through Hole,Right Angle,Female,0,,,4,4P4C,1,Spring,,2.54,,,,,,,1.5,,125.0,20.0,500.0,1000.0,,,Phosphor Bronze,Gold,0.76,,Polyester,Black,Polyester,Black,Friction,Keyed,500,,,0,70,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"rj9,4p4c,handset,evercom",script,2026-02-17 06:45:32,,,1.0,0,0
37,EL-CON_800037,CON_RJ45_POE_MAG_RA_ABRACON,"RJ45 8P8C PoE jack with magnetics, right angle, through hole, 10/100 Base-T, PoE, 1.5A, 57V, -40°C to +85°C",,,Connector:RJ45_Abracon_ARJP11A-MASA-B-A-EMU2,Connector_RJ:RJ45_Abracon_ARJP11A-MA_Horizontal,*8P8C*,THT,Abracon,ARJP11A-MASA-B-A-EMU2,ARJP11A,Modular Connector,RJ45,RJ45,8P8C,IEEE 802.3af,PCB,Through Hole,Right Angle,Female,1,,,8,8P8C,1,Spring,,2.54,,,,,,,1.5,,57.0,20.0,500.0,1500.0,100.0,100 MHz,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,750,,,-40,85,,,,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,https://abracon.com/Magnetics/lan/ARJP11A.PDF,,,,,,1,,"rj45,poe,magnetics,abracon",script,2026-02-17 06:45:32,,,1.0,0,0
1,EL-CON_820001,CON_USB_A3.2_RA_R,"USB-A USB 3.2 receptacle, 9 contacts, horizontal orientation, Through Hole, shielded, 0.9A, 5V",,,Connector:USB3_A,Connector_USB:USB3_A_Molex_48393-001,*USB*,Through Hole,USB3,A_Molex_48393-001,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 3.2,PCB,Through Hole,Horizontal,Receptacle,1,Copper Alloy,Nickel,9,9P,2,Spring,,2.54,,,,,,,0.9,,5.0,30.0,1000.0,500.0,90.0,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb32,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
2,EL-CON_820002,CON_USB_A_STACKED_32_RA_R,"Stacked dual-port USB-A USB 3.2 receptacle, 9 contacts, right angle orientation, Through Hole, shielded, 0.9A, 5V",,,Connector:USB3_A,Connector_USB:USB3_A_Molex_48406-0001_Horizontal_Stacked,*USB*,Through Hole,USB3,A_Molex_48406-0001_Horizontal_Stacked,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 3.2,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,9,9P,2,Spring,,2.54,,,,,,,0.9,,5.0,30.0,1000.0,500.0,90.0,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb32,stacked,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
3,EL-CON_820003,CON_USB_A3.2_RA_P,"USB-A USB 3.2 plug, 9 contacts, right angle orientation, Through Hole, shielded, 0.9A, 5V",,,Connector:USB3_A,Connector_USB:USB3_A_Plug_Wuerth_692112030100_Horizontal,*USB*,Through Hole,USB3,A_Plug_Wuerth_692112030100_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 3.2,PCB,Through Hole,Right Angle,Plug,1,Copper Alloy,Nickel,9,9P,2,Spring,,2.54,,,,,,,0.9,,5.0,30.0,1000.0,500.0,90.0,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb32,plug",script,2026-02-17 07:08:38,,,1.0,0,0
4,EL-CON_820004,CON_USB_A3.2_RA_R,"USB-A USB 3.2 receptacle, 9 contacts, horizontal orientation, Through Hole, shielded, 0.9A, 5V",,,Connector:USB3_A,Connector_USB:USB3_A_Receptacle_Wuerth_692122030100,*USB*,Through Hole,USB3,A_Receptacle_Wuerth_692122030100,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 3.2,PCB,Through Hole,Horizontal,Receptacle,1,Copper Alloy,Nickel,9,9P,2,Spring,,2.54,,,,,,,0.9,,5.0,30.0,1000.0,500.0,90.0,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb32,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
5,EL-CON_820005,CON_USB_MICRO_B_32_RA_R,"USB-Micro-B USB 3.2 receptacle, 10 contacts, horizontal orientation, Through Hole, shielded, 0.9A, 5V",,,Connector:USB3_B_Micro,Connector_USB:USB3_Micro-B_Connfly_DS1104-01,*USB*,Through Hole,USB3,Micro-B_Connfly_DS1104-01,USB Series,USB Connector,USB-Micro-B,USB-Micro-B,USB-Micro-B,USB 3.2,PCB,Through Hole,Horizontal,Receptacle,1,Copper Alloy,Nickel,10,10P,2,Spring,,2.54,,,,,,,0.9,,5.0,30.0,1000.0,500.0,90.0,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_micro_b,usb32,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
6,EL-CON_820006,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_CNCTech_1001-011-01101_Horizontal,*USB*,Through Hole,USB,A_CNCTech_1001-011-01101_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
7,EL-CON_820007,CON_USB_A_STACKED_20_RA_R,"Stacked dual-port USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A_Stacked,Connector_USB:USB_A_CUI_UJ2-ADH-TH_Horizontal_Stacked,*USB*,Through Hole,USB,A_CUI_UJ2-ADH-TH_Horizontal_Stacked,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,stacked,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
8,EL-CON_820008,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, horizontal orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Connfly_DS1095,*USB*,Through Hole,USB,A_Connfly_DS1095,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Horizontal,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
9,EL-CON_820009,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Connfly_DS1098_Horizontal,*USB*,Through Hole,USB,A_Connfly_DS1098_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
10,EL-CON_820010,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Kycon_KUSBX-AS1N-B_Horizontal,*USB*,Through Hole,USB,A_Kycon_KUSBX-AS1N-B_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
11,EL-CON_820011,CON_USB_A_2.0_V_R,"USB-A USB 2.0 receptacle, 4 contacts, vertical orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Molex_105057_Vertical,*USB*,Through Hole,USB,A_Molex_105057_Vertical,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Vertical,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
12,EL-CON_820012,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Molex_48037-2200_Horizontal,*USB*,Through Hole,USB,A_Molex_48037-2200_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
13,EL-CON_820013,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, right angle orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Molex_67643_Horizontal,*USB*,Through Hole,USB,A_Molex_67643_Horizontal,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Right Angle,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
14,EL-CON_820014,CON_USB_A_2.0_RA_R,"USB-A USB 2.0 receptacle, 4 contacts, horizontal orientation, Through Hole, shielded, 0.5A, 5V",,,Connector:USB_A,Connector_USB:USB_A_Receptacle_GCT_USB1046,*USB*,Through Hole,USB,A_Receptacle_GCT_USB1046,USB Series,USB Connector,USB-A,USB-A,USB-A,USB 2.0,PCB,Through Hole,Horizontal,Receptacle,1,Copper Alloy,Nickel,4,4P,1,Spring,,2.54,,,,,,,0.5,,5.0,30.0,1000.0,500.0,,,Phosphor Bronze,Gold,0.76,,Thermoplastic,Black,Polyamide (PA),Black,Friction,Keyed,1500,,,0,70,,,IP20,,1,1,1,,1,0,UL94 V-0,,,Wave,,Board Lock,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"usb,usb_a,usb20,receptacle",script,2026-02-17 07:08:38,,,1.0,0,0
