KeyId,MyPN,Name,Description,Value,Value2,FET_Type,Channel,Mode,Material,VDS,VGS,VGS_Threshold,ID_Continuous,ID_Pulse,RDS_On,RDS_On_Condition,Power_Total,Input_Capacitance,Output_Capacitance,Reverse_Capacitance,Gate_Charge_Total,Gate_Charge_GS,Gate_Charge_GD,Turn_On_Delay,Rise_Time,Turn_Off_Delay,Fall_Time,Diode_Forward_Voltage,Diode_Recovery_Time,IDSS,IGSS,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000035,SQJQ131EL,"P-Channel TrenchFET MOSFET, -30V, -280A, 1.4mΩ, LFPAK88",P-MOS 30V 280A 1.4mΩ,Automotive,MOSFET,P-Channel,Enhancement,Silicon,-30V,±20V,-1.0 to -2.5V,-280A,-600A,1.4mΩ,"VGS=-10V, ID=-30A",250W,12000pF,4500pF,600pF,190nC,42nC,45nC,26ns,85ns,110ns,48ns,-1.0V,58ns,-1µA,±100nA,LFPAK88,8.00x8.00mm,1.70mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK88,LFPAK88*,,1,1,Vishay,SQJQ131EL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000036,IRF40DM229,"N-Channel MOSFET, 40V, 159A, 1.85mΩ, DirectFET MF",N-MOS 40V 159A 1.85mΩ,,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,1.8-3.3V,159A,636A,1.85mΩ,"VGS=10V, ID=50A",125W,4720pF,1350pF,150pF,69nC,18nC,24nC,14ns,24ns,39ns,16ns,1.0V,42ns,1µA,100nA,DirectFET MF,6.35x5.08mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_MF,DirectFET*MF*,,1,1,Infineon,IRF40DM229,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000037,BSB008NE2LX,"N-Channel MOSFET, 25V, 180A, 0.8mΩ, DirectFET MX",N-MOS 25V 180A 0.8mΩ,,MOSFET,N-Channel,Enhancement,Silicon,25V,±12V,0.6-1.4V,180A,720A,0.8mΩ,"VGS=10V, ID=30A",89W,7100pF,2100pF,270pF,95nC,22nC,32nC,12ns,19ns,34ns,14ns,0.9V,38ns,1µA,100nA,DirectFET MX,5.94x5.08mm,0.70mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_DirectFET:DirectFET_MX,DirectFET*MX*,,1,1,Infineon,BSB008NE2LX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000038,STB15N80K5,"N-Channel MDmesh K5 MOSFET, 800V, 14A, 375mΩ, D2PAK",N-MOS 800V 14A 375mΩ,,MOSFET,N-Channel,Enhancement,Silicon,800V,±25V,3-5V,14A,56A,375mΩ,"VGS=10V, ID=7A",190W,1450pF,35pF,9pF,30nC,8nC,12nC,18ns,15ns,60ns,25ns,1.5V,310ns,50µA,10nA,D2PAK,10.40x9.35mm,4.60mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-263-3_TabPin4,TO?263*,,1,1,STMicroelectronics,STB15N80K5,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000039,BS170,"N-Channel MOSFET, 60V, 0.5A, 5Ω, TO-92",N-MOS 60V 0.5A 5Ω,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,0.8-3V,0.5A,1.0A,5Ω,"VGS=10V, ID=0.5A",830mW,60pF,25pF,5pF,,,,10ns,10ns,10ns,10ns,,,1µA,10nA,TO-92,4.45x5.20mm,12.70mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-92,TO?92*,,1,1,ON Semiconductor,BS170,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000040,BSS123,"N-Channel MOSFET, 100V, 0.17A, 6Ω, SOT-23",N-MOS 100V 0.17A 6Ω,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,0.8-2.8V,0.17A,0.68A,6Ω,"VGS=10V, ID=0.17A",360mW,75pF,25pF,8pF,,,,,,,,1.2V,,1µA,10nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,BSS123,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000041,FQP27P06,"P-Channel QFET MOSFET, -60V, -27A, 70mΩ, TO-220",P-MOS 60V 27A 70mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-60V,±25V,-2 to -4V,-27A,-108A,70mΩ,"VGS=-10V, ID=-13.5A",135W,2100pF,700pF,200pF,46nC,10nC,18nC,12ns,70ns,35ns,45ns,-1.5V,150ns,-10µA,±100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,onsemi,FQP27P06,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000042,STD7NK40Z,"N-Channel SuperMESH MOSFET, 400V, 5.4A, 1Ω, DPAK",N-MOS 400V 5.4A 1Ω,,MOSFET,N-Channel,Enhancement,Silicon,400V,±30V,2-4V,5.4A,21A,1Ω,"VGS=10V, ID=2.7A",70W,600pF,90pF,20pF,21nC,5nC,8nC,18ns,14ns,45ns,21ns,1.6V,190ns,50µA,10nA,DPAK,6.50x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-3_TabPin4,TO?252*,,1,1,STMicroelectronics,STD7NK40Z,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000043,CSD16301Q2,"NexFET N-Channel Power MOSFET, 25V, 5A, 19mΩ, SON-6",N-MOS 25V 5A 19mΩ,,MOSFET,N-Channel,Enhancement,Silicon,25V,±10V,0.8-1.5V,5A,15A,19mΩ,"VGS=4.5V, ID=5A",2.3W,360pF,110pF,25pF,3.3nC,0.9nC,1.1nC,6.5ns,5.2ns,12ns,3.8ns,1.0V,11ns,1µA,10nA,SON-6,2.00x2.00mm,0.75mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Texas_DQK,Texas*DQK*,,1,1,Texas Instruments,CSD16301Q2,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000044,DMG10H220L,"N-Channel MOSFET, 100V, 1.6A, 220mΩ, SOT-23",N-MOS 100V 1.6A 220mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,1-2.5V,1.6A,8A,220mΩ,"VGS=10V, ID=1.6A",1.2W,220pF,40pF,18pF,6.2nC,1.3nC,2.1nC,4.5ns,9.8ns,15.5ns,8.2ns,1.1V,30ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Diodes Inc.,DMG10H220L-7,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000045,IPD50R380CE,"CoolMOS N-Channel Power MOSFET, 500V, 14.1A, 380mΩ, TO-252",N-MOS 500V 14.1A 380mΩ,,MOSFET,N-Channel,Enhancement,Silicon,500V,±20V,2.5-3.5V,14.1A,38A,380mΩ,"VGS=13V, ID=7A",94W,760pF,38pF,12pF,24.8nC,6.5nC,9.5nC,9ns,7ns,30ns,11ns,0.9V,245ns,1µA,100nA,TO-252,6.50x6.10mm,2.40mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TO-252-3_TabPin4,TO?252*,,1,1,Infineon,IPD50R380CE,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000046,Si7141DP,"P-Channel TrenchFET MOSFET, -20V, -60A, 1.9mΩ, PowerPAK SO-8",P-MOS 20V 60A 1.9mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-20V,±12V,-0.4 to -1.0V,-60A,-200A,1.9mΩ,"VGS=-4.5V, ID=-20A",52W,8000pF,2600pF,600pF,125nC,25nC,35nC,18ns,45ns,65ns,32ns,-1.0V,45ns,-1µA,±100nA,PowerPAK SO-8,5.86x5.21mm,1.04mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_SO:PowerPAK_SO-8_Single,PowerPAK*SO*Single*,,1,1,Vishay,Si7141DP,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000047,Si7336ADP,"N-Channel TrenchFET MOSFET, 30V, 30A, 2.4mΩ, PowerPAK SO-8",N-MOS 30V 30A 2.4mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,0.6-1.5V,30A,60A,2.4mΩ,"VGS=10V, ID=20A",52W,3000pF,900pF,150pF,33nC,7.5nC,9.5nC,14ns,19ns,32ns,14ns,1.0V,32ns,1µA,100nA,PowerPAK SO-8,5.86x5.21mm,1.04mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SO:PowerPAK_SO-8_Single,PowerPAK*SO*Single*,,1,1,Vishay,Si7336ADP,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000048,BSC070N10NS3G,"OptiMOS N-Channel Power MOSFET, 100V, 90A, 7.0mΩ, TDSON-8",N-MOS 100V 90A 7.0mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,90A,360A,7.0mΩ,"VGS=10V, ID=50A",125W,4300pF,780pF,85pF,42nC,12nC,15nC,16ns,13ns,38ns,11ns,1.2V,52ns,1µA,100nA,TDSON-8,5.15x6.15mm,1.00mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TDSON-8-1,TDSON*,,1,1,Infineon,BSC070N10NS3G,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000049,IRLML0030,"N-Channel HEXFET Power MOSFET, 30V, 5.3A, 27mΩ, SOT-23",N-MOS 30V 5.3A 27mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,30V,±12V,0.8-2.2V,5.3A,21A,27mΩ,"VGS=4.5V, ID=5.3A",1.3W,690pF,230pF,110pF,9.8nC,2.1nC,3.6nC,6.8ns,9.2ns,15ns,7.6ns,1.0V,18ns,1µA,100nA,SOT-23,2.90x2.30mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-23,SOT?23*,,1,1,Infineon,IRLML0030TRPBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000050,ZXMP4A16G,"P-Channel MOSFET, -40V, -6.4A, 50mΩ, SOT-223",P-MOS 40V 6.4A 50mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-40V,±20V,-1 to -3V,-6.4A,-25A,50mΩ,"VGS=-10V, ID=-6.4A",3W,1300pF,440pF,200pF,22nC,4.8nC,7.2nC,8ns,16ns,30ns,14ns,-1.2V,30ns,-1µA,±100nA,SOT-223,6.70x3.70mm,1.65mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_SMD:SOT-223,SOT?223*,,1,1,Diodes Inc.,ZXMP4A16GTA,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000051,IRFZ48N,"N-Channel Power MOSFET, 55V, 64A, 14mΩ, TO-220",N-MOS 55V 64A 14mΩ,,MOSFET,N-Channel,Enhancement,Silicon,55V,±20V,2-4V,64A,260A,14mΩ,"VGS=10V, ID=32A",130W,2700pF,700pF,230pF,81nC,19nC,28nC,15ns,72ns,43ns,52ns,1.3V,110ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRFZ48NPBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000052,IRF530N,"N-Channel HEXFET Power MOSFET, 100V, 17A, 110mΩ, TO-220",N-MOS 100V 17A 110mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2-4V,17A,68A,110mΩ,"VGS=10V, ID=10A",79W,880pF,230pF,68pF,32nC,7.4nC,12nC,12ns,41ns,29ns,31ns,1.3V,80ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRF530NPBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000053,IRF640N,"N-Channel HEXFET Power MOSFET, 200V, 18A, 150mΩ, TO-220",N-MOS 200V 18A 150mΩ,,MOSFET,N-Channel,Enhancement,Silicon,200V,±20V,2-4V,18A,72A,150mΩ,"VGS=10V, ID=11A",125W,1300pF,350pF,95pF,67nC,15nC,26nC,15ns,28ns,45ns,31ns,1.3V,110ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRF640NPBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000054,IRF740A,"N-Channel Power MOSFET, 400V, 10A, 550mΩ, TO-220",N-MOS 400V 10A 550mΩ,,MOSFET,N-Channel,Enhancement,Silicon,400V,±20V,2-4V,10A,40A,550mΩ,"VGS=10V, ID=6.0A",125W,1400pF,160pF,35pF,72nC,14nC,26nC,14ns,24ns,37ns,22ns,1.5V,270ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Vishay,IRF740APBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000055,IRF830,"N-Channel Power MOSFET, 500V, 4.5A, 1.5Ω, TO-220",N-MOS 500V 4.5A 1.5Ω,,MOSFET,N-Channel,Enhancement,Silicon,500V,±20V,2-4V,4.5A,18A,1.5Ω,"VGS=10V, ID=2.7A",100W,650pF,130pF,25pF,38nC,7.2nC,14nC,13ns,21ns,32ns,19ns,1.5V,320ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,STMicroelectronics,IRF830,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000056,IRF9520,"P-Channel Power MOSFET, -100V, -6.8A, 600mΩ, TO-220",P-MOS 100V 6.8A 600mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-100V,±20V,-2 to -4V,-6.8A,-27A,600mΩ,"VGS=-10V, ID=-4.1A",60W,650pF,220pF,80pF,24nC,5.8nC,9.2nC,18ns,42ns,35ns,28ns,-1.3V,150ns,-25µA,±100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,International Rectifier,IRF9520,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000057,IRF9530,"P-Channel Power MOSFET, -100V, -12A, 300mΩ, TO-220",P-MOS 100V 12A 300mΩ,,MOSFET,P-Channel,Enhancement,Silicon,-100V,±20V,-2 to -4V,-12A,-48A,300mΩ,"VGS=-10V, ID=-7.2A",79W,1300pF,450pF,150pF,35nC,8.5nC,14nC,20ns,58ns,45ns,38ns,-1.3V,160ns,-25µA,±100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 150°C,,MyLib_Transistor:Q_PMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Vishay,IRF9530PBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000058,IRLZ24N,"Logic Level N-Channel Power MOSFET, 55V, 18A, 60mΩ, TO-220",N-MOS 55V 18A 60mΩ,Logic Level,MOSFET,N-Channel,Enhancement,Silicon,55V,±16V,1-2V,18A,72A,60mΩ,"VGS=10V, ID=11A",45W,900pF,300pF,120pF,22nC,6.5nC,8.5nC,11ns,45ns,24ns,28ns,1.1V,70ns,25µA,100nA,TO-220,10.54x14.99mm,4.57mm,THT,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,TO?220*,,1,1,Infineon,IRLZ24NPBF,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000059,BUK9M10-30EX,"N-Channel TrenchMOS Logic Level MOSFET, 30V, 54A, 7.8mΩ, LFPAK33",N-MOS 30V 54A 7.8mΩ,"Automotive, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,30V,±10V,1.0-2.1V,54A,216A,7.8mΩ,"VGS=5V, ID=25A",64W,1535pF,435pF,75pF,12.2nC,3.8nC,4.1nC,23ns,27ns,29ns,11ns,0.9V,28ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK9M10-30EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000060,BUK9M11-40EX,"N-Channel TrenchMOS Logic Level MOSFET, 40V, 53A, 9mΩ, LFPAK33",N-MOS 40V 53A 9mΩ,"Automotive, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,40V,±10V,1.0-2.1V,53A,212A,9mΩ,"VGS=5V, ID=25A",68W,1760pF,510pF,88pF,13.4nC,4.2nC,4.6nC,24ns,29ns,31ns,12ns,0.9V,30ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK9M11-40EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000061,BUK9M15-60EX,"N-Channel TrenchMOS Logic Level MOSFET, 60V, 47A, 13mΩ, LFPAK33",N-MOS 60V 47A 13mΩ,"Automotive, Logic Level",MOSFET,N-Channel,Enhancement,Silicon,60V,±10V,1.0-2.1V,47A,188A,13mΩ,"VGS=5V, ID=25A",73W,1995pF,580pF,98pF,17nC,5.1nC,5.8nC,26ns,31ns,34ns,13ns,0.9V,33ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK9M15-60EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000062,BUK7M12-60EX,"N-Channel TrenchMOS MOSFET, 60V, 53A, 12mΩ, LFPAK33",N-MOS 60V 53A 12mΩ,Automotive,MOSFET,N-Channel,Enhancement,Silicon,60V,±10V,1.8-2.8V,53A,212A,12mΩ,"VGS=10V, ID=25A",79W,2065pF,590pF,102pF,24.8nC,6.5nC,6.2nC,28ns,33ns,36ns,14ns,1.0V,35ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK7M12-60EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000063,BUK7M19-60EX,"N-Channel TrenchMOS MOSFET, 60V, 35.8A, 19mΩ, LFPAK33",N-MOS 60V 35.8A 19mΩ,Automotive,MOSFET,N-Channel,Enhancement,Silicon,60V,±10V,1.8-2.8V,35.8A,143A,19mΩ,"VGS=10V, ID=25A",58W,1325pF,385pF,58pF,17.3nC,4.8nC,4.5nC,24ns,28ns,30ns,12ns,1.0V,31ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK7M19-60EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000064,BUK7M33-60EX,"N-Channel TrenchMOS MOSFET, 60V, 24A, 33mΩ, LFPAK33",N-MOS 60V 24A 33mΩ,Automotive,MOSFET,N-Channel,Enhancement,Silicon,60V,±10V,1.8-2.8V,24A,96A,33mΩ,"VGS=10V, ID=15A",40W,810pF,235pF,35pF,10.9nC,3.2nC,2.9nC,20ns,23ns,25ns,10ns,1.0V,27ns,1µA,100nA,LFPAK33,3.30x3.30mm,0.85mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK33,LFPAK33*,,1,1,Nexperia,BUK7M33-60EX,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000065,PSMN5R2-60YL,"N-Channel MOSFET, 60V, 100A, 5.2mΩ, LFPAK56",N-MOS 60V 100A 5.2mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1.5-2.5V,100A,400A,5.2mΩ,"VGS=10V, ID=25A",147W,5145pF,720pF,135pF,56nC,14nC,15nC,22ns,30ns,41ns,20ns,1.0V,48ns,1µA,100nA,LFPAK56,5.00x6.00mm,1.00mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK56,LFPAK56*,,1,1,Nexperia,PSMN5R2-60YL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000066,PSMN2R0-30YL,"N-Channel MOSFET, 30V, 100A, 2.0mΩ, LFPAK56",N-MOS 30V 100A 2.0mΩ,,MOSFET,N-Channel,Enhancement,Silicon,30V,±20V,1.2-2.2V,100A,500A,2.0mΩ,"VGS=10V, ID=25A",114W,4300pF,1100pF,200pF,51nC,12nC,13nC,19ns,28ns,37ns,18ns,1.0V,35ns,1µA,100nA,LFPAK56,5.00x6.00mm,1.00mm,SMD,,,-55 to 175°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:LFPAK56,LFPAK56*,,1,1,Nexperia,PSMN2R0-30YL,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000067,CSD18532Q5B,"NexFET N-Channel Power MOSFET, 60V, 100A, 3.2mΩ, SON 5x6mm",N-MOS 60V 100A 3.2mΩ,,MOSFET,N-Channel,Enhancement,Silicon,60V,±20V,1.6-2.6V,100A,200A,3.2mΩ,"VGS=10V, ID=50A",3.2W,3900pF,950pF,75pF,44nC,11nC,12nC,10ns,15ns,24ns,9ns,1.0V,35ns,1µA,100nA,SON 5x6mm,5.00x6.00mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Texas_DQK,TDSON*,,1,1,Texas Instruments,CSD18532Q5B,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000068,CSD19531Q5A,"NexFET N-Channel Power MOSFET, 100V, 100A, 6.4mΩ, SON 5x6mm",N-MOS 100V 100A 6.4mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2.2-3.4V,100A,200A,6.4mΩ,"VGS=10V, ID=50A",3.3W,4900pF,750pF,45pF,37nC,9.5nC,10nC,11ns,17ns,26ns,10ns,1.0V,45ns,1µA,100nA,SON 5x6mm,5.00x6.00mm,1.10mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Texas_DQK,TDSON*,,1,1,Texas Instruments,CSD19531Q5A,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000069,CSD19537Q3,"NexFET N-Channel Power MOSFET, 100V, 50A, 13mΩ, VSON-8",N-MOS 100V 50A 13mΩ,,MOSFET,N-Channel,Enhancement,Silicon,100V,±20V,2.0-3.2V,50A,100A,13mΩ,"VGS=10V, ID=25A",2.8W,1800pF,260pF,25pF,16nC,4.5nC,4.8nC,9ns,12ns,21ns,8ns,1.0V,40ns,1µA,100nA,VSON-8,3.30x3.30mm,1.00mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_SON:Texas_VSON-HR-8_1.5x2mm_P0.5mm,VSON*3.3x3.3mm*P0.65mm*NexFET*,,1,1,Texas Instruments,CSD19537Q3,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000070,BSC014N04LS,"OptiMOS N-Channel Power MOSFET, 40V, 100A, 1.4mΩ, TDSON-8",N-MOS 40V 100A 1.4mΩ,,MOSFET,N-Channel,Enhancement,Silicon,40V,±20V,1.2-2.2V,100A,400A,1.4mΩ,"VGS=10V, ID=50A",139W,6900pF,2100pF,210pF,75nC,19nC,22nC,14ns,21ns,38ns,15ns,1.0V,41ns,1µA,100nA,TDSON-8,5.15x6.15mm,1.00mm,SMD,,,-55 to 150°C,,MyLib_Transistor:Q_NMOS_GDS,MyLib_Package_TO_SOT_SMD:TDSON-8-1,TDSON*,,1,1,Infineon,BSC014N04LS,,,,,,,,,,,,Transistor,FET,,,,,pcs,,,,,,,1,,,,,,,,0,0
