KeyId,MyPN,Name,Description,Value,Value2,Device_Type,Subtype,Technology,VCE,VGE,IC_Continuous,IC_Pulse,VCE_Sat,Power_Total,HFE,Switching_Speed,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000152,2N2647,"Silicon N-Channel Unijunction Transistor, 35V, 300mW, TO-18",UJT 35V 300mW,TO-18,Unijunction,N-Type,Bipolar,35V,,,,,300mW,,1MHz,TO-18-3,5.6x5.6mm,5.6mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-18-3_Window,,https://www.centralsemi.com/datasheets/2N2647.PDF,1,1,Central Semiconductor,2N2647,,C2701,,610-2N2647,,2N2647-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.92,USD,,,,1,Intrinsic Standoff Ratio: 0.68-0.82,"UJT,Unijunction,TO-18",,,,,1.0,0,0
,EL-TST-000153,2N6028,"Programmable Unijunction Transistor, 40V, 300mW, Low leakage, TO-92",PUT 40V 300mW,TO-92,Unijunction,Programmable,Bipolar,40V,,200mA,,1.5V,300mW,,2MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-50°C,100°C,-50 to 100°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.onsemi.com/pdf/datasheet/2n6028-d.pdf,1,1,ON Semiconductor,2N6028,,C1303,,512-2N6028,,2N6028-ND,,1095589,,2N6027,,Transistor,Other,0,0,0,,pcs,2000,0.35,USD,,,,1,Low leakage PUT,"PUT,Unijunction,Programmable,TO-92",,,,,1.0,0,0
,EL-TST-000154,BRY39,"Silicon Unijunction Transistor, 70V, 400mW, TO-92",UJT 70V 400mW,TO-92,Unijunction,N-Type,Bipolar,70V,,,,,400mW,,1MHz,TO-92-3,4.8x5.0mm,5.0mm,Through Hole,-55°C,125°C,-55 to 125°C,1,MyLib_Transistor:Q_NUJT_BEB,MyLib_PKG_TO_SOT_THT:TO-92_Inline,,https://www.nxp.com/datasheet/BRY39.pdf,1,1,NXP,BRY39,,,,,,,,,,,,Transistor,Other,0,0,0,,pcs,100,0.65,USD,,,,1,High voltage UJT,"UJT,Unijunction,TO-92",,,,,1.0,0,0
,EL-TST-000155,TIL78,"NPN Phototransistor, 30V, 100mW, T-1 package",Phototransistor 30V 100mW,T-1,Phototransistor,NPN,Bipolar,30V,,20mA,,0.5V,100mW,300,,T-1,3.0x4.5mm,4.5mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.vishay.com/docs/81132/til78.pdf,1,1,Vishay,TIL78,,C72151,,78-TIL78,,751-TIL78-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.15,USD,,,,1,3mm phototransistor,"Phototransistor,NPN,T-1",,,,,1.0,0,0
,EL-TST-000156,BPW77NA,"NPN Phototransistor, 70V, 250mW, high speed, 5mm",Phototransistor 70V 250mW,5mm,Phototransistor,NPN,Bipolar,70V,,50mA,,0.3V,250mW,800,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.vishay.com/docs/81517/bpw77na.pdf,1,1,Vishay,BPW77NA,,C72152,,78-BPW77NA,,751-BPW77NA-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.22,USD,,,,1,High voltage phototransistor,"Phototransistor,NPN,5mm,HighVoltage",,,,,1.0,0,0
,EL-TST-000157,BPW85B,"Silicon NPN Phototransistor, 70V, 250mW, 850nm, 5mm",Phototransistor 70V 250mW,5mm,Phototransistor,NPN,Bipolar,70V,,50mA,,0.3V,250mW,800,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.vishay.com/docs/81531/bpw85b.pdf,1,1,Vishay,BPW85B,,C72153,,78-BPW85B,,751-BPW85B-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.18,USD,,,,1,T-1 3/4 package,"Phototransistor,NPN,5mm,Vishay",,,,,1.0,0,0
,EL-TST-000158,PT334-6C,"Silicon NPN Phototransistor, 30V, 75mW, 940nm, 3mm",Phototransistor 30V 75mW,3mm,Phototransistor,NPN,Bipolar,30V,,20mA,,0.4V,75mW,300,,3mm_Lead_DIP,3.0x4.5mm,4.5mm,Through Hole,-25°C,85°C,-25 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.everlight.com/file/ProductFile/PT334-6C.pdf,1,1,Everlight,PT334-6C,,C72154,,638-PT334-6C,,1080-1195-ND,,,,,,Transistor,Other,0,0,0,,pcs,2000,0.08,USD,,,,1,3mm phototransistor,"Phototransistor,NPN,3mm,Everlight",,,,,1.0,0,0
,EL-TST-000159,L-53P3C,"Silicon NPN Phototransistor, 30V, 100mW, 940nm, 5mm",Phototransistor 30V 100mW,5mm,Phototransistor,NPN,Bipolar,30V,,20mA,,0.4V,100mW,400,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.kingbright.com/datasheets/L-53P3C.pdf,1,1,Kingbright,L-53P3C,,C72155,,604-L53P3C,,754-1550-ND,,,,,,Transistor,Other,0,0,0,,pcs,1000,0.10,USD,,,,1,5mm phototransistor,"Phototransistor,NPN,5mm,Kingbright",,,,,1.0,0,0
,EL-TST-000160,KDT00030,"Silicon NPN Phototransistor, 80V, 150mW, 860nm, SMD",Phototransistor 80V 150mW,SMD,Phototransistor,NPN,Bipolar,80V,,20mA,,0.4V,150mW,400,,SOT-23,2.9x2.4mm,1.1mm,SMD,-40°C,100°C,-40 to 100°C,3,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_TO_SOT_SMD:SOT-23,,https://www.onsemi.com/pdf/datasheet/kdt00030-d.pdf,1,1,ON Semiconductor,KDT00030,,C72156,,512-KDT00030,,KDT00030-ND,,9558683,,,,Transistor,Other,0,0,0,,pcs,3000,0.22,USD,,,,1,SMD phototransistor,"Phototransistor,NPN,SMD,SOT-23",,,,,1.0,0,0
,EL-TST-000161,BU931,"NPN Darlington, 400V, 15A, 150W, TO-3, High voltage",Darlington 400V 15A,TO-3,Darlington,Power,Bipolar,400V,,15A,25A,1.8V,150W,500,1MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.st.com/resource/en/datasheet/bu931.pdf,1,1,STMicroelectronics,BU931,,C524309,,511-BU931,,BU931-ND,,,,MJ10016,,Transistor,Other,0,0,0,,pcs,20,6.25,USD,,,,1,400V Darlington,"Darlington,Power,NPN,400V,TO-3",,,,,1.0,0,0
,EL-TST-000162,BU932,"PNP Darlington, 400V, 15A, 150W, TO-3, Complementary to BU931",Darlington 400V 15A,TO-3,Darlington,Power,Bipolar,-400V,,15A,25A,1.8V,150W,500,1MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_PNP_Darlington_ECB,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.st.com/resource/en/datasheet/bu932.pdf,1,1,STMicroelectronics,BU932,,C524310,,511-BU932,,BU932-ND,,,,MJ10015,,Transistor,Other,0,0,0,,pcs,20,6.50,USD,,,,1,Complementary to BU931,"Darlington,Power,PNP,400V,TO-3",,,,,1.0,0,0
,EL-TST-000163,MJ10016,"NPN Darlington, 400V, 20A, 200W, TO-3, High current",Darlington 400V 20A,TO-3,Darlington,Power,Bipolar,400V,,20A,30A,1.8V,200W,500,1MHz,TO-3,25.4x25.4mm,8.5mm,Through Hole,-65°C,200°C,-65 to 200°C,1,MyLib_Transistor:Q_NPN_Darlington_BCE,MyLib_PKG_TO_SOT_THT:TO-3,,https://www.onsemi.com/pdf/datasheet/mj10016-d.pdf,1,1,ON Semiconductor,MJ10016,,C524311,,512-MJ10016,,MJ10016-ND,,,,BU931,,Transistor,Other,0,0,0,,pcs,20,9.25,USD,,,,1,"400V, 20A Darlington","Darlington,Power,NPN,400V,TO-3",,,,,1.0,0,0
,EL-TST-000164,LPT100,"NPN Photo-Darlington, 30V, 100mW, 880nm, High sensitivity",Photo-Darlington 30V 100mW,5mm,Phototransistor,Darlington,Bipolar,30V,,20mA,40mA,1.2V,100mW,10000,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,85°C,-40 to 85°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://optoelectronics.liteon.com/datasheet/LPT100.pdf,1,1,Lite-On,LPT100,,C524316,,859-LPT100,,160-1839-ND,,,,,,Transistor,Other,0,0,0,,pcs,500,0.25,USD,,,,1,"Photo-Darlington, high gain","PhotoDarlington,NPN,5mm,HighGain",,,,,1.0,0,0
,EL-TST-000165,TIL111,"NPN Photo-Darlington, 30V, 200mW, 900nm, TO-18",Photo-Darlington 30V 200mW,TO-18,Phototransistor,Darlington,Bipolar,30V,,50mA,100mA,1.2V,200mW,15000,,TO-18-3,5.6x5.6mm,5.6mm,Through Hole,-65°C,125°C,-65 to 125°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_TO_SOT_THT:TO-18-3_Window,,https://www.vishay.com/docs/81132/til111.pdf,1,1,Vishay,TIL111,,C524317,,78-TIL111,,751-TIL111-ND,,,,,,Transistor,Other,0,0,0,,pcs,200,0.65,USD,,,,1,Hermetic photo-Darlington,"PhotoDarlington,NPN,TO-18",,,,,1.0,0,0
,EL-TST-000166,OP550,"NPN Photo-Darlington, 30V, 100mW, 935nm, T-1 3/4",Photo-Darlington 30V 100mW,5mm,Phototransistor,Darlington,Bipolar,30V,,20mA,40mA,1.2V,100mW,10000,,5mm_Lead_DIP,5.0x5.0mm,8.6mm,Through Hole,-40°C,100°C,-40 to 100°C,1,MyLib_Transistor:Q_Photo_NPN_CE,MyLib_PKG_DIP:DIP-4_W7.62mm,,https://www.ttiopto.com/datasheet/OP550.pdf,1,1,TT Electronics,OP550,,C524318,,828-OP550,,365-1166-ND,,,,,,Transistor,Other,0,0,0,,pcs,300,0.48,USD,,,,1,High sensitivity,"PhotoDarlington,NPN,5mm",,,,,1.0,0,0
,EL-TST-000167,IKW30N60T,"30A, 600V, N-Channel IGBT, TrenchStop, TO-247",IGBT 600V 30A 1.5V,TO-247,IGBT,N-Channel,TrenchStop,600V,±20V,30A,60A,1.5V,188W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw30n60t.pdf,1,1,Infineon,IKW30N60T,TrenchStop,C17910,,726-IKW30N60T,,IKW30N60T-ND,,2516425,,,,Transistor,Other,0,0,0,,pcs,30,2.95,USD,,,,1,High efficiency IGBT,"IGBT,Power,600V,30A,TO-247",,,,,1.0,0,0
,EL-TST-000168,IKW50N60T,"50A, 600V, N-Channel IGBT, TrenchStop, TO-247",IGBT 600V 50A 1.5V,TO-247,IGBT,N-Channel,TrenchStop,600V,±20V,50A,100A,1.5V,333W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw50n60t.pdf,1,1,Infineon,IKW50N60T,TrenchStop,C2022,,726-IKW50N60T,,IKW50N60T-ND,,2516429,,,,Transistor,Other,0,0,0,,pcs,30,4.10,USD,,,,1,High efficiency IGBT,"IGBT,Power,600V,50A,TO-247",,,,,1.0,0,0
,EL-TST-000169,IKW25N120T2,"25A, 1200V, N-Channel IGBT, TrenchStop, TO-247",IGBT 1200V 25A 1.7V,TO-247,IGBT,N-Channel,TrenchStop,1200V,±20V,25A,50A,1.7V,250W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw25n120t2.pdf,1,1,Infineon,IKW25N120T2,TrenchStop,C2019,,726-IKW25N120T2,,IKW25N120T2-ND,,2516426,,,,Transistor,Other,0,0,0,,pcs,30,2.85,USD,,,,1,High efficiency IGBT,"IGBT,Power,1200V,25A,TO-247",,,,,1.0,0,0
,EL-TST-000170,IKW15N120T2,"15A, 1200V, N-Channel IGBT, TrenchStop, TO-247",IGBT 1200V 15A 1.7V,TO-247,IGBT,N-Channel,TrenchStop,1200V,±20V,15A,30A,1.7V,160W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-40°C,175°C,-40 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/ikw15n120t2.pdf,1,1,Infineon,IKW15N120T2,TrenchStop,C2018,,726-IKW15N120T2,,IKW15N120T2-ND,,2516424,,,,Transistor,Other,0,0,0,,pcs,30,2.55,USD,,,,1,High efficiency IGBT,"IGBT,Power,1200V,15A,TO-247",,,,,1.0,0,0
,EL-TST-000171,IRG7PH42U,"42A, 1200V, N-Channel IGBT, Co-Pack diode, TO-247",IGBT 1200V 42A 1.7V,TO-247,IGBT,N-Channel,Trench,1200V,±20V,42A,84A,1.7V,326W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.infineon.com/datasheet/irg7ph42u.pdf,1,1,International Rectifier,IRG7PH42U,,,,942-IRG7PH42U,,IRG7PH42U-ND,,,,,,Transistor,Other,0,0,0,,pcs,25,5.80,USD,,,,1,IGBT with soft recovery diode,"IGBT,Power,1200V,42A,TO-247",,,,,1.0,0,0
,EL-TST-000172,IRG4BC40U,"20A, 600V, N-Channel IGBT, ultra-fast diode, TO-220",IGBT 600V 20A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,20A,40A,1.8V,75W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc40u.pdf,1,1,International Rectifier,IRG4BC40U,Gen4,C1492,,942-IRG4BC40U,,IRG4BC40U-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.65,USD,,,,1,Ultrafast IGBT,"IGBT,Power,600V,20A,TO-220",,,,,1.0,0,0
,EL-TST-000173,IRG4BC40W,"27A, 600V, N-Channel IGBT, 40kHz switching, TO-220",IGBT 600V 27A 1.8V,TO-220,IGBT,N-Channel,Planar,600V,±20V,27A,54A,1.8V,100W,,40kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.infineon.com/datasheet/irg4bc40w.pdf,1,1,International Rectifier,IRG4BC40W,Gen4,,,942-IRG4BC40W,,IRG4BC40W-ND,,,,,,Transistor,Other,0,0,0,,pcs,50,1.70,USD,,,,1,Warp speed IGBT,"IGBT,Power,600V,27A,TO-220",,,,,1.0,0,0
,EL-TST-000174,FGA15N120,"15A, 1200V, N-Channel IGBT with anti-parallel diode, TO-3P",IGBT 1200V 15A 1.9V,TO-3P,IGBT,N-Channel,NPT,1200V,±20V,15A,30A,1.9V,220W,,10kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga15n120-anc-d.pdf,1,1,ON Semiconductor,FGA15N120,,C12351,,512-FGA15N120,,FGA15N120-ND,,9557245,,,,Transistor,Other,0,0,0,,pcs,30,2.45,USD,,,,1,NPT IGBT with diode,"IGBT,Power,1200V,15A,TO-3P",,,,,1.0,0,0
,EL-TST-000175,FGA20S120,"20A, 1200V, N-Channel IGBT, short-circuit rated, TO-3P",IGBT 1200V 20A 1.9V,TO-3P,IGBT,N-Channel,NPT,1200V,±20V,20A,40A,1.9V,250W,,10kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga20s120m-d.pdf,1,1,ON Semiconductor,FGA20S120,,C12352,,512-FGA20S120,,FGA20S120-ND,,,,,,Transistor,Other,0,0,0,,pcs,30,2.65,USD,,,,1,NPT IGBT,"IGBT,Power,1200V,20A,TO-3P",,,,,1.0,0,0
,EL-TST-000176,FGA40N65,"40A, 650V, N-Channel IGBT, Trench technology, TO-3P",IGBT 650V 40A 1.6V,TO-3P,IGBT,N-Channel,Trench,650V,±20V,40A,80A,1.6V,250W,,20kHz,TO-3P-3,15.8x20.0mm,20.0mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-3P-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fga40n65-s3a-d.pdf,1,1,ON Semiconductor,FGA40N65,,C12987,,512-FGA40N65,,FGA40N65-ND,,,,,,Transistor,Other,0,0,0,,pcs,30,3.50,USD,,,,1,Field Stop Trench IGBT,"IGBT,Power,650V,40A,TO-3P",,,,,1.0,0,0
,EL-TST-000177,FGP20N60,"20A, 600V, N-Channel IGBT, NPT, TO-220",IGBT 600V 20A 1.8V,TO-220,IGBT,N-Channel,NPT,600V,±20V,20A,40A,1.8V,104W,,10kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fgp20n60-d.pdf,1,1,ON Semiconductor,FGP20N60,,C12354,,512-FGP20N60,,FGP20N60-ND,,9557247,,,,Transistor,Other,0,0,0,,pcs,50,1.35,USD,,,,1,NPT IGBT,"IGBT,Power,600V,20A,TO-220",,,,,1.0,0,0
,EL-TST-000178,FGP30N60,"30A, 600V, N-Channel IGBT, NPT, TO-220",IGBT 600V 30A 1.8V,TO-220,IGBT,N-Channel,NPT,600V,±20V,30A,60A,1.8V,125W,,10kHz,TO-220-3,10.4x14.35mm,14.35mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-220-3_Vertical,,https://www.onsemi.com/pdf/datasheet/fgp30n60-d.pdf,1,1,ON Semiconductor,FGP30N60,,C12355,,512-FGP30N60,,FGP30N60-ND,,9557248,,,,Transistor,Other,0,0,0,,pcs,50,1.65,USD,,,,1,NPT IGBT,"IGBT,Power,600V,30A,TO-220",,,,,1.0,0,0
,EL-TST-000179,STGW40N60D,"40A, 600V, N-Channel IGBT with diode, PowerMESH, TO-247",IGBT 600V 40A 1.6V,TO-247,IGBT,N-Channel,PowerMESH,600V,±20V,40A,80A,1.6V,250W,,30kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,150°C,-55 to 150°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw40n60d.pdf,1,1,STMicroelectronics,STGW40N60D,PowerMESH,C524267,,511-STGW40N60D,,497-10952-ND,,2320657,,,,Transistor,Other,0,0,0,,pcs,30,3.45,USD,,,,1,IGBT with diode,"IGBT,Power,600V,40A,TO-247",,,,,1.0,0,0
,EL-TST-000180,STGW60H65D,"60A, 650V, N-Channel IGBT, Trench gate, TO-247",IGBT 650V 60A 1.6V,TO-247,IGBT,N-Channel,Trench,650V,±20V,60A,120A,1.6V,375W,,20kHz,TO-247-3,15.87x20.82mm,20.82mm,Through Hole,-55°C,175°C,-55 to 175°C,1,MyLib_Transistor:Q_NIGBT_GCE,MyLib_PKG_TO_SOT_THT:TO-247-3_Vertical,,https://www.st.com/resource/en/datasheet/stgw60h65d.pdf,1,1,STMicroelectronics,STGW60H65D,H-series,C524268,,511-STGW60H65D,,497-16277-ND,,2692833,,,,Transistor,Other,0,0,0,,pcs,25,4.95,USD,,,,1,Trench gate IGBT,"IGBT,Power,650V,60A,TO-247",,,,,1.0,0,0
,EL-TST-000181,MG1215H-XBN2MM,"15A, 1200V, 3-phase IGBT module, Brake Chopper, Rectifier, NTC, Package-H",IGBT Module 1200V 15A,Package-H,IGBT,Power Module,NPT,1200V,±20V,15A,30A,1.7V,105W x 6,,20kHz,XBN2MM,73x32mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*H*XBN2MM*,https://www.littelfuse.com/datasheet/mg1215h-xbn2mm.pdf,1,1,Littelfuse,MG1215H-XBN2MM,,,,576-MG1215H-XBN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,10,28.40,USD,,,,1,CIB configuration with rectifier,"IGBT,Module,Power,1200V,15A,Package-H",,,,,1.0,0,0
,EL-TST-000182,MG1275W-XN2MM,"75A, 1200V, 3-phase IGBT module, Freewheeling Diode, NTC, Package-W",IGBT Module 1200V 75A,Package-W,IGBT,Power Module,NPT,1200V,±20V,75A,150A,1.8V,368W x 6,,20kHz,XN2MM,92x42mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*W*XN2MM*,https://www.littelfuse.com/datasheet/mg1275w-xn2mm.pdf,1,1,Littelfuse,MG1275W-XN2MM,,,,576-MG1275W-XN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,8,78.50,USD,,,,1,3-phase IGBT module,"IGBT,Module,Power,1200V,75A,Package-W",,,,,1.0,0,0
,EL-TST-000183,MG12100W-XN2MM,"100A, 1200V, 3-phase IGBT module, Freewheeling Diode, NTC, Package-W",IGBT Module 1200V 100A,Package-W,IGBT,Power Module,NPT,1200V,±20V,100A,200A,1.8V,450W x 6,,20kHz,XN2MM,92x42mm,12mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,Littelfuse*Package*W*XN2MM*,https://www.littelfuse.com/datasheet/mg12100w-xn2mm.pdf,1,1,Littelfuse,MG12100W-XN2MM,,,,576-MG12100W-XN2MM,,,,,,,,Transistor,Other,0,0,0,,pcs,6,112.30,USD,,,,1,3-phase IGBT module,"IGBT,Module,Power,1200V,100A,Package-W",,,,,1.0,0,0
,EL-TST-000184,STGIPS10K60A,"10A, 600V, IPM, 3-phase, Control Logic, Positive Input, Freewheeling Diodes, SDIP-25L",IPM 600V 10A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,10A,20A,1.9V,33W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips10k60a.pdf,1,1,STMicroelectronics,STGIPS10K60A,SLLIMM,C162058,,511-STGIPS10K60A,,497-16275-ND,,2692831,,,,Transistor,Other,0,0,0,,pcs,30,6.35,USD,,,,1,SLLIMM IPM,"IPM,IGBT,Module,600V,10A,SDIP",,,,,1.0,0,0
,EL-TST-000185,STGIPS14K60,"14A, 600V, IPM, 3-phase, Control Logic, Negative Input, SDIP-25L",IPM 600V 14A,SDIP-25L,IGBT,Intelligent Power Module,MEMS,600V,15V,14A,28A,1.9V,42W x 6,,20kHz,SDIP-25L,37.8x12.6mm,3.6mm,Through Hole,-40°C,125°C,-40 to 125°C,3,MyLib_Transistor:Q_NIGBT_GCE,,ST*SDIP*,https://www.st.com/resource/en/datasheet/stgips14k60.pdf,1,1,STMicroelectronics,STGIPS14K60,SLLIMM,C162062,,511-STGIPS14K60,,497-16274-ND,,2692830,,,,Transistor,Other,0,0,0,,pcs,30,7.45,USD,,,,1,SLLIMM IPM,"IPM,IGBT,Module,600V,14A,SDIP",,,,,1.0,0,0
,EL-TST-000186,ULQ2003A,"High Voltage Darlington Array, 7-ch, 50V 500mA, Automotive Grade, SOIC-16",Darlington Array 50V 500mA,SOIC-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,1W,1000,,SOIC-16,3.9x9.9mm,1.75mm,SMD,-40°C,105°C,-40 to 105°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/ds/symlink/ulq2003a.pdf,1,1,Texas Instruments,ULQ2003A,ULx200xA,C524269,,595-ULQ2003A,,296-30444-5-ND,,2835192,,ULN2003A,,Transistor,Other,0,0,0,,pcs,2500,0.58,USD,,,,1,Automotive grade,"Darlington,Array,Driver,SOIC,Automotive",,,,,1.0,0,0
,EL-TST-000187,ULN2003V12,"7-Channel Darlington Array, 50V 500mA, 12V logic, TSSOP-16",Darlington Array 50V 500mA,TSSOP-16,Darlington,Array,Bipolar,50V,,500mA,600mA,1.3V,0.7W,1000,,TSSOP-16,4.4x5.0mm,1.2mm,SMD,-40°C,105°C,-40 to 105°C,1,MyLib_Transistor:Q_Dual_NPN_NPN_E1B1C2E2B2C1,,TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/ds/symlink/uln2003v12.pdf,1,1,Texas Instruments,ULN2003V12,,C524270,,595-ULN2003V12,,296-46051-1-ND,,3007690,,,,Transistor,Other,0,0,0,,pcs,2500,0.52,USD,,,,1,12V logic compatible,"Darlington,Array,Driver,TSSOP,12V",,,,,1.0,0,0
