KeyId,MyPN,Name,Description,Value,Value2,Type,Material,VCEO,VCBO,VEBO,IC_Continuous,IC_Peak,IB_Continuous,Power_Total,HFE_Min,HFE_Max,HFE_Test_Condition,VCE_Sat_Max,VBE_Sat_Max,FT,CC,Polarity,Complement_PN,Package,Dimensions,Height,Mount,MinTemp,MaxTemp,Operating_Temp,MSL_Rating,Symbol,Footprint,Footprint_Filter,Datasheet,RoHS_Compliant,REACH_Compliant,Manufacturer,Manufacturer_PN,Series,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,TME_PN,Alternative_PN,Internal_Code,Category,Subcategory,StockQty,Min_Stock,Max_Stock,StockPlace,Stock_Unit,Reel_Size,Price,Currency,Last_Purchase_Date,Last_Purchase_Price,Supplier,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-TST-000220,DTC144V,"Digital NPN Transistor, 47k/10k, SOT-23",NPN 50V 0.1A,R1=47kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000221,DTC144W,"Digital NPN Transistor, 47k/22k, SOT-23",NPN 50V 0.1A,R1=47kΩ R2=22kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000222,DTC1D3R,"Digital NPN Transistor, 2k7/1k, SOT-23",NPN 50V 0.1A,R1=2.7kΩ R2=1kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000223,DTC214Y,"Digital NPN Transistor, 10k/47k, SOT-23",NPN 50V 0.1A,R1=10kΩ R2=47kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000224,DTD113E,"Digital NPN Transistor, 1k/1k, SOT-23",NPN 50V 0.5A,R1=1kΩ R2=1kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000225,DTD113Z,"Digital NPN Transistor, 1k/10k, SOT-23",NPN 50V 0.5A,R1=1kΩ R2=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000226,DTD114E,"Digital NPN Transistor, 10k/10k, SOT-23",NPN 50V 0.5A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000227,DTD114G,"Digital NPN Transistor, 0k/10k, SOT-23",NPN 50V 0.5A,R1=0Ω R2=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000228,DTD114T,"Digital NPN Transistor, 10k/NONE, SOT-23",NPN 50V 0.5A,R1=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000229,DTD122J,"Digital NPN Transistor, 0k22/4k7, SOT-23",NPN 50V 0.5A,R1=220Ω R2=4.7kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000230,DTD123E,"Digital NPN Transistor, 2k2/2k2, SOT-23",NPN 50V 0.5A,R1=2.2kΩ R2=2.2kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000231,DTD123T,"Digital NPN Transistor, 2k2/NONE, SOT-23",NPN 50V 0.5A,R1=2.2kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000232,DTD123Y,"Digital NPN Transistor, 2k2/10k, SOT-23",NPN 50V 0.5A,R1=2.2kΩ R2=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000233,DTD133H,"Digital NPN Transistor, 3k3/10k, SOT-23",NPN 50V 0.5A,R1=3.3kΩ R2=10kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000234,DTD143T,"Digital NPN Transistor, 4k7/NONE, SOT-23",NPN 50V 0.5A,R1=4.7kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000235,DTD163T,"Digital NPN Transistor, 6k8/NONE, SOT-23",NPN 50V 0.5A,R1=6.8kΩ,NPN,Silicon,50V,,,0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000236,DTA113T,"Digital PNP Transistor, 1k/NONE, SOT-23",PNP 50V 0.1A,R1=1kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000237,DTA113Z,"Digital PNP Transistor, 1k/10k, SOT-23",PNP 50V 0.1A,R1=1kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000238,DTA114E,"Digital PNP Transistor, 10k/10k, SOT-23",PNP 50V 0.1A,R1=10kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000239,DTA114G,"Digital PNP Transistor, 0k/10k, SOT-23",PNP 50V 0.1A,R1=0Ω R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000240,DTA114T,"Digital PNP Transistor, 10k/NONE, SOT-23",PNP 50V 0.1A,R1=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000241,DTA114W,"Digital PNP Transistor, 10k/4.7k, SOT-23",PNP 50V 0.1A,R1=10kΩ R2=4.7kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000242,DTA114Y,"Digital PNP Transistor, 10k/47k, SOT-23",PNP 50V 0.1A,R1=10kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000243,DTA115E,"Digital PNP Transistor, 100k/100k, SOT-23",PNP 50V 0.1A,R1=100kΩ R2=100kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000244,DTA115G,"Digital PNP Transistor, 0k/100k, SOT-23",PNP 50V 0.1A,R1=0Ω R2=100kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000245,DTA115T,"Digital PNP Transistor, 100k/NONE, SOT-23",PNP 50V 0.1A,R1=100kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000246,DTA115U,"Digital PNP Transistor, 100k/10k, SOT-23",PNP 50V 0.1A,R1=100kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000247,DTA123E,"Digital PNP Transistor, 2k2/2k2, SOT-23",PNP 50V 0.1A,R1=2.2kΩ R2=2.2kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000248,DTA123J,"Digital PNP Transistor, 2k2/47k, SOT-23",PNP 50V 0.1A,R1=2.2kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000249,DTA123Y,"Digital PNP Transistor, 2k2/10k, SOT-23",PNP 50V 0.1A,R1=2.2kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000250,DTA124E,"Digital PNP Transistor, 22k/22k, SOT-23",PNP 50V 0.1A,R1=22kΩ R2=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000251,DTA124G,"Digital PNP Transistor, 0k/22k, SOT-23",PNP 50V 0.1A,R1=0Ω R2=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000252,DTA124T,"Digital PNP Transistor, 22k/NONE, SOT-23",PNP 50V 0.1A,R1=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000253,DTA124X,"Digital PNP Transistor, 22k/47k, SOT-23",PNP 50V 0.1A,R1=22kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000254,DTA125T,"Digital PNP Transistor, 200k/NONE, SOT-23",PNP 50V 0.1A,R1=200kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000255,DTA143E,"Digital PNP Transistor, 4k7/4k7, SOT-23",PNP 50V 0.1A,R1=4.7kΩ R2=4.7kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000256,DTA143T,"Digital PNP Transistor, 4k7/NONE, SOT-23",PNP 50V 0.1A,R1=4.7kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000257,DTA143X,"Digital PNP Transistor, 4k7/10k, SOT-23",PNP 50V 0.1A,R1=4.7kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000258,DTA143Y,"Digital PNP Transistor, 4k7/22k, SOT-23",PNP 50V 0.1A,R1=4.7kΩ R2=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000259,DTA143Z,"Digital PNP Transistor, 4k7/47k, SOT-23",PNP 50V 0.1A,R1=4.7kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000260,DTA144E,"Digital PNP Transistor, 47k/47k, SOT-23",PNP 50V 0.1A,R1=47kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000261,DTA144G,"Digital PNP Transistor, 0k/47k, SOT-23",PNP 50V 0.1A,R1=0Ω R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000262,DTA144T,"Digital PNP Transistor, 47k/NONE, SOT-23",PNP 50V 0.1A,R1=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000263,DTA144V,"Digital PNP Transistor, 47k/10k, SOT-23",PNP 50V 0.1A,R1=47kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000264,DTA144W,"Digital PNP Transistor, 47k/22k, SOT-23",PNP 50V 0.1A,R1=47kΩ R2=22kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000265,DTA1D3R,"Digital PNP Transistor, 2k7/1k, SOT-23",PNP 50V 0.1A,R1=2.7kΩ R2=1kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000266,DTA214Y,"Digital PNP Transistor, 10k/47k, SOT-23",PNP 50V 0.1A,R1=10kΩ R2=47kΩ,PNP,Silicon,-50V,,,-0.1A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000267,DTB113E,"Digital PNP Transistor, 1k/1k, SOT-23",PNP 50V 0.5A,R1=1kΩ R2=1kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000268,DTB113Z,"Digital PNP Transistor, 1k/10k, SOT-23",PNP 50V 0.5A,R1=1kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000269,DTB114E,"Digital PNP Transistor, 10k/10k, SOT-23",PNP 50V 0.5A,R1=10kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000270,DTB114G,"Digital PNP Transistor, 0k/10k, SOT-23",PNP 50V 0.5A,R1=0Ω R2=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000271,DTB114T,"Digital PNP Transistor, 10k/NONE, SOT-23",PNP 50V 0.5A,R1=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000272,DTB122J,"Digital PNP Transistor, 0k22/4k7, SOT-23",PNP 50V 0.5A,R1=220Ω R2=4.7kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000273,DTB123E,"Digital PNP Transistor, 2k2/2k2, SOT-23",PNP 50V 0.5A,R1=2.2kΩ R2=2.2kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000274,DTB123T,"Digital PNP Transistor, 2k2/NONE, SOT-23",PNP 50V 0.5A,R1=2.2kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000275,DTB123Y,"Digital PNP Transistor, 2k2/10k, SOT-23",PNP 50V 0.5A,R1=2.2kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000276,DTB133H,"Digital PNP Transistor, 3k3/10k, SOT-23",PNP 50V 0.5A,R1=3.3kΩ R2=10kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000277,DTB143T,"Digital PNP Transistor, 4k7/NONE, SOT-23",PNP 50V 0.5A,R1=4.7kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000278,DTB163T,"Digital PNP Transistor, 6k8/NONE, SOT-23",PNP 50V 0.5A,R1=6.8kΩ,PNP,Silicon,-50V,,,-0.5A,,,,,,,,,,,,,SOT-23,,,SMD,,,,,MyLib_Transistor:Q_PNP_BRT,MyLib_Package_TO_SOT_SMD:SOT-23,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital,,,,,pcs,,,,,,,1,,,,,,,,0,0
,EL-TST-000279,EMH3,"0.1A Ic, 50V Vce, Dual NPN Input Resistor Transistors, SOT-563",Dual NPN Digital 50V 0.1A,R1=10kΩ R2=10kΩ,NPN,Silicon,50V,,,0.1A,,,,,,,,,,,,,SOT-563,,,SMD,,,,,MyLib_Transistor:Q_Dual_NPN_BRT,MyLib_Package_TO_SOT_SMD:SOT-563,,,,,,,,,,,,,,,,,,Transistor,BJT_Digital_Array,,,,,pcs,,,,,,,1,,,,,,,,0,0
